,Year,Destination,Origin,Type,Value,dcode,ocode
99827,2017,The former Yugoslav Republic of Macedonia,Stateless,Refugees (incl. refugee-like situations),0,MKD,SLS
99851,2017,Suriname,Bangladesh,Refugees (incl. refugee-like situations),0,SUR,BGD
99852,2017,Suriname,CÌ«te d'Ivoire,Refugees (incl. refugee-like situations),0,SUR,CIV
99853,2017,Suriname,Cameroon,Refugees (incl. refugee-like situations),0,SUR,CMR
99854,2017,Suriname,Cuba,Refugees (incl. refugee-like situations),29,SUR,CUB
99855,2017,Suriname,Dominican Rep.,Refugees (incl. refugee-like situations),0,SUR,DOM
99856,2017,Suriname,Guinea,Refugees (incl. refugee-like situations),0,SUR,GIN
99857,2017,Suriname,Jamaica,Refugees (incl. refugee-like situations),0,SUR,JAM
99858,2017,Suriname,Liberia,Refugees (incl. refugee-like situations),0,SUR,LBR
99859,2017,Suriname,Nigeria,Refugees (incl. refugee-like situations),0,SUR,NGA
99860,2017,Suriname,Sierra Leone,Refugees (incl. refugee-like situations),0,SUR,SLE
99861,2017,Suriname,Suriname,Refugees (incl. refugee-like situations),0,SUR,SUR
99862,2017,Suriname,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),0,SUR,VEN
100242,2017,Slovenia,Afghanistan,Refugees (incl. refugee-like situations),41,SVN,AFG
100243,2017,Slovenia,Albania,Refugees (incl. refugee-like situations),0,SVN,ALB
100244,2017,Slovenia,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),8,SVN,BIH
100245,2017,Slovenia,Cameroon,Refugees (incl. refugee-like situations),0,SVN,CMR
100246,2017,Slovenia,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),8,SVN,COD
100247,2017,Slovenia,Algeria,Refugees (incl. refugee-like situations),0,SVN,DZA
100248,2017,Slovenia,Egypt,Refugees (incl. refugee-like situations),0,SVN,EGY
100249,2017,Slovenia,Eritrea,Refugees (incl. refugee-like situations),56,SVN,ERI
100250,2017,Slovenia,Guinea,Refugees (incl. refugee-like situations),0,SVN,GIN
100251,2017,Slovenia,Gambia,Refugees (incl. refugee-like situations),0,SVN,GMB
100252,2017,Slovenia,India,Refugees (incl. refugee-like situations),0,SVN,IND
100253,2017,Slovenia,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),60,SVN,IRN
100254,2017,Slovenia,Iraq,Refugees (incl. refugee-like situations),39,SVN,IRQ
100255,2017,Slovenia,Kazakhstan,Refugees (incl. refugee-like situations),19,SVN,KAZ
100256,2017,Slovenia,Libya,Refugees (incl. refugee-like situations),0,SVN,LBY
100257,2017,Slovenia,Morocco,Refugees (incl. refugee-like situations),0,SVN,MAR
100258,2017,Slovenia,Nigeria,Refugees (incl. refugee-like situations),0,SVN,NGA
100259,2017,Slovenia,Pakistan,Refugees (incl. refugee-like situations),0,SVN,PAK
100260,2017,Slovenia,Palestinian,Refugees (incl. refugee-like situations),11,SVN,PSE
100261,2017,Slovenia,Russian Federation,Refugees (incl. refugee-like situations),15,SVN,RUS
100262,2017,Slovenia,Sudan,Refugees (incl. refugee-like situations),6,SVN,SDN
100263,2017,Slovenia,Senegal,Refugees (incl. refugee-like situations),0,SVN,SEN
100264,2017,Slovenia,Sierra Leone,Refugees (incl. refugee-like situations),0,SVN,SLE
100265,2017,Slovenia,Somalia,Refugees (incl. refugee-like situations),48,SVN,SOM
100266,2017,Slovenia,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),65,SVN,SRB
100267,2017,Slovenia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),215,SVN,SYR
100268,2017,Slovenia,Tunisia,Refugees (incl. refugee-like situations),0,SVN,TUN
100269,2017,Slovenia,Turkey,Refugees (incl. refugee-like situations),0,SVN,TUR
100270,2017,Slovenia,Ukraine,Refugees (incl. refugee-like situations),0,SVN,UKR
100271,2017,Slovenia,United States of America,Refugees (incl. refugee-like situations),0,SVN,USA
100272,2017,Slovenia,Uzbekistan,Refugees (incl. refugee-like situations),0,SVN,UZB
100273,2017,Slovenia,Viet Nam,Refugees (incl. refugee-like situations),0,SVN,VNM
100274,2017,Slovenia,Stateless,Refugees (incl. refugee-like situations),0,SVN,SLS
100275,2017,Slovenia,Yemen,Refugees (incl. refugee-like situations),0,SVN,YEM
100276,2017,Slovenia,Zimbabwe,Refugees (incl. refugee-like situations),0,SVN,ZWE
100568,2017,Chad,Afghanistan,Refugees (incl. refugee-like situations),0,TCD,AFG
100569,2017,Chad,Burundi,Refugees (incl. refugee-like situations),0,TCD,BDI
100570,2017,Chad,Benin,Refugees (incl. refugee-like situations),0,TCD,BEN
100571,2017,Chad,Burkina Faso,Refugees (incl. refugee-like situations),0,TCD,BFA
100572,2017,Chad,Central African Rep.,Refugees (incl. refugee-like situations),76653,TCD,CAF
100573,2017,Chad,CÌ«te d'Ivoire,Refugees (incl. refugee-like situations),0,TCD,CIV
100574,2017,Chad,Cameroon,Refugees (incl. refugee-like situations),11,TCD,CMR
100575,2017,Chad,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),316,TCD,COD
100576,2017,Chad,Congo,Refugees (incl. refugee-like situations),9,TCD,COG
100577,2017,Chad,Algeria,Refugees (incl. refugee-like situations),0,TCD,DZA
100578,2017,Chad,Egypt,Refugees (incl. refugee-like situations),0,TCD,EGY
100579,2017,Chad,Eritrea,Refugees (incl. refugee-like situations),6,TCD,ERI
100580,2017,Chad,Ethiopia,Refugees (incl. refugee-like situations),13,TCD,ETH
100581,2017,Chad,Ghana,Refugees (incl. refugee-like situations),0,TCD,GHA
100582,2017,Chad,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),0,TCD,IRN
100583,2017,Chad,Liberia,Refugees (incl. refugee-like situations),0,TCD,LBR
100584,2017,Chad,Libya,Refugees (incl. refugee-like situations),9,TCD,LBY
100585,2017,Chad,Mali,Refugees (incl. refugee-like situations),0,TCD,MLI
100586,2017,Chad,Niger,Refugees (incl. refugee-like situations),495,TCD,NER
100587,2017,Chad,Nigeria,Refugees (incl. refugee-like situations),9541,TCD,NGA
100588,2017,Chad,Rwanda,Refugees (incl. refugee-like situations),17,TCD,RWA
100589,2017,Chad,Sudan,Refugees (incl. refugee-like situations),324327,TCD,SDN
100590,2017,Chad,Somalia,Refugees (incl. refugee-like situations),10,TCD,SOM
100591,2017,Chad,South Sudan,Refugees (incl. refugee-like situations),8,TCD,SSD
100592,2017,Chad,Syrian Arab Rep.,Refugees (incl. refugee-like situations),39,TCD,SYR
100593,2017,Chad,Chad,Refugees (incl. refugee-like situations),0,TCD,TCD
100594,2017,Chad,Togo,Refugees (incl. refugee-like situations),0,TCD,TGO
100595,2017,Chad,Turkey,Refugees (incl. refugee-like situations),6,TCD,TUR
100596,2017,Chad,Various/Unknown,Refugees (incl. refugee-like situations),0,TCD,UNK
100597,2017,Chad,Yemen,Refugees (incl. refugee-like situations),0,TCD,YEM
100687,2017,Tajikistan,Afghanistan,Refugees (incl. refugee-like situations),2516,TJK,AFG
100688,2017,Tajikistan,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),0,TJK,IRN
100689,2017,Tajikistan,Iraq,Refugees (incl. refugee-like situations),0,TJK,IRQ
100690,2017,Tajikistan,Ukraine,Refugees (incl. refugee-like situations),0,TJK,UKR
100691,2017,Tajikistan,Uzbekistan,Refugees (incl. refugee-like situations),0,TJK,UZB
100692,2017,Tajikistan,Stateless,Refugees (incl. refugee-like situations),0,TJK,SLS
100766,2017,Eritrea,Eritrea,Refugees (incl. refugee-like situations),0,ERI,ERI
100767,2017,Eritrea,Ethiopia,Refugees (incl. refugee-like situations),30,ERI,ETH
100768,2017,Eritrea,Sudan,Refugees (incl. refugee-like situations),67,ERI,SDN
100769,2017,Eritrea,Somalia,Refugees (incl. refugee-like situations),2286,ERI,SOM
100770,2017,Eritrea,South Sudan,Refugees (incl. refugee-like situations),9,ERI,SSD
100994,2017,Kazakhstan,Afghanistan,Refugees (incl. refugee-like situations),561,KAZ,AFG
100995,2017,Kazakhstan,Burundi,Refugees (incl. refugee-like situations),0,KAZ,BDI
100996,2017,Kazakhstan,China,Refugees (incl. refugee-like situations),6,KAZ,CHN
100997,2017,Kazakhstan,Egypt,Refugees (incl. refugee-like situations),0,KAZ,EGY
100998,2017,Kazakhstan,Ethiopia,Refugees (incl. refugee-like situations),0,KAZ,ETH
100999,2017,Kazakhstan,Kazakhstan,Refugees (incl. refugee-like situations),0,KAZ,KAZ
101000,2017,Kazakhstan,Libya,Refugees (incl. refugee-like situations),0,KAZ,LBY
101001,2017,Kazakhstan,Palestinian,Refugees (incl. refugee-like situations),0,KAZ,PSE
101002,2017,Kazakhstan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),17,KAZ,SYR
101003,2017,Kazakhstan,Turkmenistan,Refugees (incl. refugee-like situations),0,KAZ,TKM
101004,2017,Kazakhstan,Turkey,Refugees (incl. refugee-like situations),0,KAZ,TUR
101005,2017,Kazakhstan,Uzbekistan,Refugees (incl. refugee-like situations),18,KAZ,UZB
101006,2017,Kazakhstan,Stateless,Refugees (incl. refugee-like situations),0,KAZ,SLS
101007,2017,Kazakhstan,Yemen,Refugees (incl. refugee-like situations),0,KAZ,YEM
101146,2017,Kyrgyzstan,Afghanistan,Refugees (incl. refugee-like situations),236,KGZ,AFG
101147,2017,Kyrgyzstan,China,Refugees (incl. refugee-like situations),0,KGZ,CHN
101148,2017,Kyrgyzstan,Ethiopia,Refugees (incl. refugee-like situations),0,KGZ,ETH
101149,2017,Kyrgyzstan,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),0,KGZ,IRN
101150,2017,Kyrgyzstan,Iraq,Refugees (incl. refugee-like situations),0,KGZ,IRQ
101151,2017,Kyrgyzstan,Morocco,Refugees (incl. refugee-like situations),0,KGZ,MAR
101152,2017,Kyrgyzstan,Dem. People's Rep. of Korea,Refugees (incl. refugee-like situations),0,KGZ,PRK
101153,2017,Kyrgyzstan,Syrian Arab Rep.,Refugees (incl. refugee-like situations),69,KGZ,SYR
101154,2017,Kyrgyzstan,Tajikistan,Refugees (incl. refugee-like situations),0,KGZ,TJK
101155,2017,Kyrgyzstan,Turkmenistan,Refugees (incl. refugee-like situations),0,KGZ,TKM
101156,2017,Kyrgyzstan,Turkey,Refugees (incl. refugee-like situations),0,KGZ,TUR
101157,2017,Kyrgyzstan,Ukraine,Refugees (incl. refugee-like situations),17,KGZ,UKR
101158,2017,Kyrgyzstan,Uzbekistan,Refugees (incl. refugee-like situations),12,KGZ,UZB
101159,2017,Kyrgyzstan,Stateless,Refugees (incl. refugee-like situations),0,KGZ,SLS
101520,2017,Libya,Afghanistan,Refugees (incl. refugee-like situations),0,LBY,AFG
101521,2017,Libya,CÌ«te d'Ivoire,Refugees (incl. refugee-like situations),0,LBY,CIV
101522,2017,Libya,Cameroon,Refugees (incl. refugee-like situations),0,LBY,CMR
101523,2017,Libya,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),14,LBY,COD
101524,2017,Libya,Congo,Refugees (incl. refugee-like situations),0,LBY,COG
101525,2017,Libya,Algeria,Refugees (incl. refugee-like situations),0,LBY,DZA
101526,2017,Libya,Egypt,Refugees (incl. refugee-like situations),0,LBY,EGY
101527,2017,Libya,Eritrea,Refugees (incl. refugee-like situations),471,LBY,ERI
101528,2017,Libya,Ethiopia,Refugees (incl. refugee-like situations),24,LBY,ETH
101529,2017,Libya,Ghana,Refugees (incl. refugee-like situations),0,LBY,GHA
101530,2017,Libya,Gambia,Refugees (incl. refugee-like situations),0,LBY,GMB
101531,2017,Libya,Guinea-Bissau,Refugees (incl. refugee-like situations),0,LBY,GNB
101532,2017,Libya,Iraq,Refugees (incl. refugee-like situations),2459,LBY,IRQ
101533,2017,Libya,Jordan,Refugees (incl. refugee-like situations),0,LBY,JOR
101534,2017,Libya,Liberia,Refugees (incl. refugee-like situations),22,LBY,LBR
101535,2017,Libya,Libya,Refugees (incl. refugee-like situations),0,LBY,LBY
101536,2017,Libya,Morocco,Refugees (incl. refugee-like situations),0,LBY,MAR
101537,2017,Libya,Mali,Refugees (incl. refugee-like situations),0,LBY,MLI
101538,2017,Libya,Nigeria,Refugees (incl. refugee-like situations),0,LBY,NGA
101539,2017,Libya,Palestinian,Refugees (incl. refugee-like situations),5303,LBY,PSE
101540,2017,Libya,Sudan,Refugees (incl. refugee-like situations),629,LBY,SDN
101541,2017,Libya,Sierra Leone,Refugees (incl. refugee-like situations),0,LBY,SLE
101542,2017,Libya,Somalia,Refugees (incl. refugee-like situations),143,LBY,SOM
101543,2017,Libya,South Sudan,Refugees (incl. refugee-like situations),0,LBY,SSD
101544,2017,Libya,Syrian Arab Rep.,Refugees (incl. refugee-like situations),257,LBY,SYR
101545,2017,Libya,Chad,Refugees (incl. refugee-like situations),20,LBY,TCD
101546,2017,Libya,Togo,Refugees (incl. refugee-like situations),0,LBY,TGO
101547,2017,Libya,Tunisia,Refugees (incl. refugee-like situations),0,LBY,TUN
101548,2017,Libya,Yemen,Refugees (incl. refugee-like situations),0,LBY,YEM
102166,2017,Malta,Afghanistan,Refugees (incl. refugee-like situations),0,MLT,AFG
102167,2017,Malta,Albania,Refugees (incl. refugee-like situations),0,MLT,ALB
102168,2017,Malta,Armenia,Refugees (incl. refugee-like situations),0,MLT,ARM
102169,2017,Malta,Burkina Faso,Refugees (incl. refugee-like situations),0,MLT,BFA
102170,2017,Malta,Bangladesh,Refugees (incl. refugee-like situations),8,MLT,BGD
102171,2017,Malta,Belarus,Refugees (incl. refugee-like situations),9,MLT,BLR
102172,2017,Malta,Brazil,Refugees (incl. refugee-like situations),0,MLT,BRA
102173,2017,Malta,Canada,Refugees (incl. refugee-like situations),0,MLT,CAN
102174,2017,Malta,China,Refugees (incl. refugee-like situations),15,MLT,CHN
102175,2017,Malta,CÌ«te d'Ivoire,Refugees (incl. refugee-like situations),10,MLT,CIV
102176,2017,Malta,Cameroon,Refugees (incl. refugee-like situations),9,MLT,CMR
102177,2017,Malta,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),0,MLT,COD
102178,2017,Malta,Congo,Refugees (incl. refugee-like situations),0,MLT,COG
102179,2017,Malta,Colombia,Refugees (incl. refugee-like situations),0,MLT,COL
102180,2017,Malta,Cuba,Refugees (incl. refugee-like situations),0,MLT,CUB
102181,2017,Malta,Czech Rep.,Refugees (incl. refugee-like situations),0,MLT,CZE
102182,2017,Malta,Algeria,Refugees (incl. refugee-like situations),0,MLT,DZA
102183,2017,Malta,Egypt,Refugees (incl. refugee-like situations),74,MLT,EGY
102184,2017,Malta,Eritrea,Refugees (incl. refugee-like situations),782,MLT,ERI
102185,2017,Malta,Ethiopia,Refugees (incl. refugee-like situations),161,MLT,ETH
102186,2017,Malta,Georgia,Refugees (incl. refugee-like situations),0,MLT,GEO
102187,2017,Malta,Ghana,Refugees (incl. refugee-like situations),5,MLT,GHA
102188,2017,Malta,Guinea,Refugees (incl. refugee-like situations),0,MLT,GIN
102189,2017,Malta,Gambia,Refugees (incl. refugee-like situations),23,MLT,GMB
102190,2017,Malta,Guinea-Bissau,Refugees (incl. refugee-like situations),0,MLT,GNB
102191,2017,Malta,"China, Hong Kong SAR",Refugees (incl. refugee-like situations),0,MLT,HKG
102192,2017,Malta,India,Refugees (incl. refugee-like situations),0,MLT,IND
102193,2017,Malta,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),28,MLT,IRN
102194,2017,Malta,Iraq,Refugees (incl. refugee-like situations),72,MLT,IRQ
102195,2017,Malta,Jordan,Refugees (incl. refugee-like situations),0,MLT,JOR
102196,2017,Malta,Kazakhstan,Refugees (incl. refugee-like situations),0,MLT,KAZ
102197,2017,Malta,Kuwait,Refugees (incl. refugee-like situations),0,MLT,KWT
102198,2017,Malta,Lebanon,Refugees (incl. refugee-like situations),0,MLT,LBN
102199,2017,Malta,Liberia,Refugees (incl. refugee-like situations),6,MLT,LBR
102200,2017,Malta,Libya,Refugees (incl. refugee-like situations),2459,MLT,LBY
102201,2017,Malta,Sri Lanka,Refugees (incl. refugee-like situations),7,MLT,LKA
102202,2017,Malta,Morocco,Refugees (incl. refugee-like situations),27,MLT,MAR
102203,2017,Malta,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),0,MLT,MKD
102204,2017,Malta,Mali,Refugees (incl. refugee-like situations),17,MLT,MLI
102205,2017,Malta,Myanmar,Refugees (incl. refugee-like situations),0,MLT,MMR
102206,2017,Malta,Malaysia,Refugees (incl. refugee-like situations),0,MLT,MYS
102207,2017,Malta,Niger,Refugees (incl. refugee-like situations),0,MLT,NER
102208,2017,Malta,Nigeria,Refugees (incl. refugee-like situations),107,MLT,NGA
102209,2017,Malta,Nepal,Refugees (incl. refugee-like situations),0,MLT,NPL
102210,2017,Malta,Pakistan,Refugees (incl. refugee-like situations),51,MLT,PAK
102211,2017,Malta,Philippines,Refugees (incl. refugee-like situations),0,MLT,PHL
102212,2017,Malta,Palestinian,Refugees (incl. refugee-like situations),68,MLT,PSE
102213,2017,Malta,Russian Federation,Refugees (incl. refugee-like situations),12,MLT,RUS
102214,2017,Malta,Saudi Arabia,Refugees (incl. refugee-like situations),0,MLT,SAU
102215,2017,Malta,Sudan,Refugees (incl. refugee-like situations),187,MLT,SDN
102216,2017,Malta,Senegal,Refugees (incl. refugee-like situations),0,MLT,SEN
102217,2017,Malta,Sierra Leone,Refugees (incl. refugee-like situations),0,MLT,SLE
102218,2017,Malta,Somalia,Refugees (incl. refugee-like situations),1730,MLT,SOM
102219,2017,Malta,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),7,MLT,SRB
102220,2017,Malta,South Sudan,Refugees (incl. refugee-like situations),22,MLT,SSD
102221,2017,Malta,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1289,MLT,SYR
102222,2017,Malta,Chad,Refugees (incl. refugee-like situations),6,MLT,TCD
102223,2017,Malta,Togo,Refugees (incl. refugee-like situations),0,MLT,TGO
102224,2017,Malta,Turkmenistan,Refugees (incl. refugee-like situations),0,MLT,TKM
102225,2017,Malta,Tunisia,Refugees (incl. refugee-like situations),12,MLT,TUN
102226,2017,Malta,Turkey,Refugees (incl. refugee-like situations),0,MLT,TUR
102227,2017,Malta,Ukraine,Refugees (incl. refugee-like situations),120,MLT,UKR
102228,2017,Malta,Uzbekistan,Refugees (incl. refugee-like situations),0,MLT,UZB
102229,2017,Malta,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),0,MLT,VEN
102230,2017,Malta,Stateless,Refugees (incl. refugee-like situations),11,MLT,SLS
102231,2017,Malta,Various/Unknown,Refugees (incl. refugee-like situations),615,MLT,UNK
102232,2017,Malta,Yemen,Refugees (incl. refugee-like situations),0,MLT,YEM
102233,2017,Malta,Zimbabwe,Refugees (incl. refugee-like situations),0,MLT,ZWE
102832,2017,Slovakia,Afghanistan,Refugees (incl. refugee-like situations),246,SVK,AFG
102833,2017,Slovakia,Angola,Refugees (incl. refugee-like situations),24,SVK,AGO
102834,2017,Slovakia,Armenia,Refugees (incl. refugee-like situations),34,SVK,ARM
102835,2017,Slovakia,Burundi,Refugees (incl. refugee-like situations),0,SVK,BDI
102836,2017,Slovakia,Benin,Refugees (incl. refugee-like situations),0,SVK,BEN
102837,2017,Slovakia,Bangladesh,Refugees (incl. refugee-like situations),0,SVK,BGD
102838,2017,Slovakia,Bulgaria,Refugees (incl. refugee-like situations),8,SVK,BGR
102839,2017,Slovakia,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),36,SVK,BIH
102840,2017,Slovakia,China,Refugees (incl. refugee-like situations),5,SVK,CHN
102841,2017,Slovakia,CÌ«te d'Ivoire,Refugees (incl. refugee-like situations),0,SVK,CIV
102842,2017,Slovakia,Cameroon,Refugees (incl. refugee-like situations),7,SVK,CMR
102843,2017,Slovakia,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),16,SVK,COD
102844,2017,Slovakia,Congo,Refugees (incl. refugee-like situations),0,SVK,COG
102845,2017,Slovakia,Cuba,Refugees (incl. refugee-like situations),40,SVK,CUB
102846,2017,Slovakia,Algeria,Refugees (incl. refugee-like situations),0,SVK,DZA
102847,2017,Slovakia,Egypt,Refugees (incl. refugee-like situations),5,SVK,EGY
102848,2017,Slovakia,Ethiopia,Refugees (incl. refugee-like situations),0,SVK,ETH
102849,2017,Slovakia,India,Refugees (incl. refugee-like situations),0,SVK,IND
102850,2017,Slovakia,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),28,SVK,IRN
102851,2017,Slovakia,Iraq,Refugees (incl. refugee-like situations),209,SVK,IRQ
102852,2017,Slovakia,Israel,Refugees (incl. refugee-like situations),0,SVK,ISR
102853,2017,Slovakia,Jordan,Refugees (incl. refugee-like situations),0,SVK,JOR
102854,2017,Slovakia,Cambodia,Refugees (incl. refugee-like situations),0,SVK,KHM
102855,2017,Slovakia,Liberia,Refugees (incl. refugee-like situations),0,SVK,LBR
102856,2017,Slovakia,Libya,Refugees (incl. refugee-like situations),0,SVK,LBY
102857,2017,Slovakia,Madagascar,Refugees (incl. refugee-like situations),0,SVK,MDG
102858,2017,Slovakia,Pakistan,Refugees (incl. refugee-like situations),6,SVK,PAK
102859,2017,Slovakia,Palestinian,Refugees (incl. refugee-like situations),7,SVK,PSE
102860,2017,Slovakia,Romania,Refugees (incl. refugee-like situations),37,SVK,ROU
102861,2017,Slovakia,Russian Federation,Refugees (incl. refugee-like situations),37,SVK,RUS
102862,2017,Slovakia,Sudan,Refugees (incl. refugee-like situations),0,SVK,SDN
102863,2017,Slovakia,Sierra Leone,Refugees (incl. refugee-like situations),0,SVK,SLE
102864,2017,Slovakia,Somalia,Refugees (incl. refugee-like situations),31,SVK,SOM
102865,2017,Slovakia,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),46,SVK,SRB
102866,2017,Slovakia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),17,SVK,SYR
102867,2017,Slovakia,Turkey,Refugees (incl. refugee-like situations),0,SVK,TUR
102868,2017,Slovakia,United Rep. of Tanzania,Refugees (incl. refugee-like situations),0,SVK,TZA
102869,2017,Slovakia,Uganda,Refugees (incl. refugee-like situations),0,SVK,UGA
102870,2017,Slovakia,Ukraine,Refugees (incl. refugee-like situations),23,SVK,UKR
102871,2017,Slovakia,Uzbekistan,Refugees (incl. refugee-like situations),0,SVK,UZB
102872,2017,Slovakia,Viet Nam,Refugees (incl. refugee-like situations),16,SVK,VNM
102873,2017,Slovakia,Stateless,Refugees (incl. refugee-like situations),9,SVK,SLS
102874,2017,Slovakia,Various/Unknown,Refugees (incl. refugee-like situations),0,SVK,UNK
102983,2017,Turkmenistan,Afghanistan,Refugees (incl. refugee-like situations),14,TKM,AFG
102984,2017,Turkmenistan,Azerbaijan,Refugees (incl. refugee-like situations),8,TKM,AZE
102985,2017,Turkmenistan,Russian Federation,Refugees (incl. refugee-like situations),0,TKM,RUS
102986,2017,Turkmenistan,Turkmenistan,Refugees (incl. refugee-like situations),0,TKM,TKM
102987,2017,Turkmenistan,Stateless,Refugees (incl. refugee-like situations),0,TKM,SLS
103101,2017,Uzbekistan,Afghanistan,Refugees (incl. refugee-like situations),20,UZB,AFG
103102,2017,Uzbekistan,Azerbaijan,Refugees (incl. refugee-like situations),0,UZB,AZE
103103,2017,Uzbekistan,Stateless,Refugees (incl. refugee-like situations),0,UZB,SLS
104000,2017,South Africa,Angola,Refugees (incl. refugee-like situations),25,ZAF,AGO
104001,2017,South Africa,Burundi,Refugees (incl. refugee-like situations),3000,ZAF,BDI
104002,2017,South Africa,Bangladesh,Refugees (incl. refugee-like situations),319,ZAF,BGD
104003,2017,South Africa,China,Refugees (incl. refugee-like situations),0,ZAF,CHN
104004,2017,South Africa,CÌ«te d'Ivoire,Refugees (incl. refugee-like situations),41,ZAF,CIV
104005,2017,South Africa,Cameroon,Refugees (incl. refugee-like situations),392,ZAF,CMR
104006,2017,South Africa,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),26043,ZAF,COD
104007,2017,South Africa,Congo,Refugees (incl. refugee-like situations),5261,ZAF,COG
104008,2017,South Africa,Algeria,Refugees (incl. refugee-like situations),0,ZAF,DZA
104009,2017,South Africa,Eritrea,Refugees (incl. refugee-like situations),1924,ZAF,ERI
104010,2017,South Africa,Ethiopia,Refugees (incl. refugee-like situations),17562,ZAF,ETH
104011,2017,South Africa,Ghana,Refugees (incl. refugee-like situations),0,ZAF,GHA
104012,2017,South Africa,India,Refugees (incl. refugee-like situations),0,ZAF,IND
104013,2017,South Africa,Kenya,Refugees (incl. refugee-like situations),155,ZAF,KEN
104014,2017,South Africa,Liberia,Refugees (incl. refugee-like situations),60,ZAF,LBR
104015,2017,South Africa,Mozambique,Refugees (incl. refugee-like situations),0,ZAF,MOZ
104016,2017,South Africa,Malawi,Refugees (incl. refugee-like situations),0,ZAF,MWI
104017,2017,South Africa,Niger,Refugees (incl. refugee-like situations),0,ZAF,NER
104018,2017,South Africa,Nigeria,Refugees (incl. refugee-like situations),0,ZAF,NGA
104019,2017,South Africa,Pakistan,Refugees (incl. refugee-like situations),0,ZAF,PAK
104020,2017,South Africa,Palestinian,Refugees (incl. refugee-like situations),38,ZAF,PSE
104021,2017,South Africa,Rwanda,Refugees (incl. refugee-like situations),1295,ZAF,RWA
104022,2017,South Africa,Sudan,Refugees (incl. refugee-like situations),112,ZAF,SDN
104023,2017,South Africa,Senegal,Refugees (incl. refugee-like situations),0,ZAF,SEN
104024,2017,South Africa,Somalia,Refugees (incl. refugee-like situations),26977,ZAF,SOM
104025,2017,South Africa,Syrian Arab Rep.,Refugees (incl. refugee-like situations),45,ZAF,SYR
104026,2017,South Africa,United Rep. of Tanzania,Refugees (incl. refugee-like situations),37,ZAF,TZA
104027,2017,South Africa,Uganda,Refugees (incl. refugee-like situations),549,ZAF,UGA
104028,2017,South Africa,Various/Unknown,Refugees (incl. refugee-like situations),237,ZAF,UNK
104029,2017,South Africa,Zambia,Refugees (incl. refugee-like situations),64,ZAF,ZMB
104030,2017,South Africa,Zimbabwe,Refugees (incl. refugee-like situations),4558,ZAF,ZWE
104311,2017,Belarus,Afghanistan,Refugees (incl. refugee-like situations),209,BLR,AFG
104312,2017,Belarus,Armenia,Refugees (incl. refugee-like situations),0,BLR,ARM
104313,2017,Belarus,Azerbaijan,Refugees (incl. refugee-like situations),5,BLR,AZE
104314,2017,Belarus,Bangladesh,Refugees (incl. refugee-like situations),0,BLR,BGD
104315,2017,Belarus,Canada,Refugees (incl. refugee-like situations),0,BLR,CAN
104316,2017,Belarus,Egypt,Refugees (incl. refugee-like situations),5,BLR,EGY
104317,2017,Belarus,Eritrea,Refugees (incl. refugee-like situations),0,BLR,ERI
104318,2017,Belarus,Estonia,Refugees (incl. refugee-like situations),0,BLR,EST
104319,2017,Belarus,Ethiopia,Refugees (incl. refugee-like situations),5,BLR,ETH
104320,2017,Belarus,France,Refugees (incl. refugee-like situations),0,BLR,FRA
104321,2017,Belarus,Georgia,Refugees (incl. refugee-like situations),59,BLR,GEO
104322,2017,Belarus,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),5,BLR,IRN
104323,2017,Belarus,Iraq,Refugees (incl. refugee-like situations),13,BLR,IRQ
104324,2017,Belarus,Kazakhstan,Refugees (incl. refugee-like situations),0,BLR,KAZ
104325,2017,Belarus,Kyrgyzstan,Refugees (incl. refugee-like situations),0,BLR,KGZ
104326,2017,Belarus,Lebanon,Refugees (incl. refugee-like situations),0,BLR,LBN
104327,2017,Belarus,Liberia,Refugees (incl. refugee-like situations),0,BLR,LBR
104328,2017,Belarus,Libya,Refugees (incl. refugee-like situations),9,BLR,LBY
104329,2017,Belarus,Rep. of Moldova,Refugees (incl. refugee-like situations),0,BLR,MDA
